year,age,education,jobclass,health,health_ins,wage
2007,44,4. College Grad,2. Information,2. >=Very Good,1. Yes,166.3249412338765
2009,29,2. HS Grad,1. Industrial,2. >=Very Good,2. No,79.85490030934672
2007,51,4. College Grad,1. Industrial,1. <=Good,2. No,118.88435933988579
2006,37,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,92.89584478949662
2004,67,5. Advanced Degree,2. Information,1. <=Good,1. Yes,160.6424754082633
2009,34,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,70.47601964694451
2003,50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,120.58943653040211
2005,38,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,160.6424754082633
2008,55,4. College Grad,2. Information,2. >=Very Good,1. Yes,171.7651326275075
2003,27,3. Some College,1. Industrial,1. <=Good,1. Yes,120.58943653040211
2007,39,3. Some College,1. Industrial,2. >=Very Good,1. Yes,134.70537511887878
2007,54,3. Some College,1. Industrial,1. <=Good,1. Yes,148.4131591025766
2008,55,5. Advanced Degree,2. Information,1. <=Good,1. Yes,129.4536445766255
2003,49,3. Some College,2. Information,1. <=Good,2. No,134.70537511887878
2003,42,1. < HS Grad,1. Industrial,1. <=Good,2. No,56.90553914467319
2005,39,4. College Grad,1. Industrial,2. >=Very Good,2. No,87.98103278560542
2003,32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,68.11199406532704
2005,39,3. Some College,1. Industrial,2. >=Very Good,1. Yes,128.68048822062414
2003,50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.70537511887878
2004,47,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271474570051
2003,40,3. Some College,1. Industrial,2. >=Very Good,2. No,87.98103278560542
2006,51,3. Some College,2. Information,2. >=Very Good,1. Yes,118.88435933988579
2009,28,3. Some College,1. Industrial,2. >=Very Good,2. No,68.74808773376687
2007,53,3. Some College,1. Industrial,2. >=Very Good,1. Yes,94.07271474570051
2005,54,3. Some College,2. Information,2. >=Very Good,1. Yes,118.88435933988579
2009,51,4. College Grad,2. Information,2. >=Very Good,1. Yes,91.69922611170422
2008,33,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,134.70537511887878
2008,55,4. College Grad,1. Industrial,2. >=Very Good,2. No,127.11574381218446
2003,44,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,100.76427284210669
2009,30,3. Some College,1. Industrial,2. >=Very Good,1. Yes,105.92781077506274
2005,40,5. Advanced Degree,2. Information,1. <=Good,1. Yes,87.98103278560542
2007,26,2. HS Grad,1. Industrial,1. <=Good,2. No,99.68946369848636
2006,49,4. College Grad,2. Information,1. <=Good,1. Yes,112.64889634210017
2004,43,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,163.51586397623814
2004,43,3. Some College,1. Industrial,2. >=Very Good,1. Yes,82.6796372966372
2008,44,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,79.85490030934672
2006,32,4. College Grad,1. Industrial,2. >=Very Good,2. No,49.55533812152264
2009,34,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,152.83880099118213
2009,36,4. College Grad,2. Information,1. <=Good,1. Yes,148.4131591025766
2006,51,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,101.4020523029919
2007,42,3. Some College,2. Information,1. <=Good,2. No,95.68881190673713
2003,60,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,118.88435933988579
2004,36,2. HS Grad,1. Industrial,1. <=Good,2. No,76.89360251761123
2006,47,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.88435933988579
2004,60,3. Some College,2. Information,1. <=Good,1. Yes,138.29912692088266
2003,22,2. HS Grad,1. Industrial,2. >=Very Good,2. No,54.598150033144236
2005,41,2. HS Grad,1. Industrial,2. >=Very Good,2. No,65.1108537153447
2003,56,4. College Grad,1. Industrial,2. >=Very Good,2. No,109.83398564219921
2003,44,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,73.77574327469462
2005,49,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,105.92781077506274
2006,45,4. College Grad,2. Information,2. >=Very Good,1. Yes,116.26532406250342
2003,25,3. Some College,1. Industrial,2. >=Very Good,2. No,94.07271474570051
2007,52,3. Some College,1. Industrial,1. <=Good,1. Yes,118.88435933988579
2003,30,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591025766
2009,29,2. HS Grad,1. Industrial,2. >=Very Good,2. No,104.92150653366392
2007,23,4. College Grad,2. Information,2. >=Very Good,1. Yes,79.85490030934672
2007,48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,108.87452583471249
2009,44,2. HS Grad,2. Information,2. >=Very Good,2. No,109.83398564219921
2003,62,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.11574381218446
2006,33,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,151.59148423981398
2008,51,2. HS Grad,2. Information,1. <=Good,1. Yes,105.92781077506274
2006,36,5. Advanced Degree,2. Information,2. >=Very Good,2. No,200.543262324662
2005,23,2. HS Grad,1. Industrial,1. <=Good,2. No,59.097064081589075
2003,51,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,68.74808773376687
2008,47,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,176.9896504898766
2003,34,2. HS Grad,2. Information,1. <=Good,1. Yes,103.90247060316008
2004,34,2. HS Grad,2. Information,2. >=Very Good,1. Yes,82.6796372966372
2009,43,5. Advanced Degree,2. Information,1. <=Good,1. Yes,200.543262324662
2006,43,3. Some College,2. Information,2. >=Very Good,1. Yes,101.82435207567953
2009,40,4. College Grad,1. Industrial,1. <=Good,1. Yes,163.51586397623814
2005,59,2. HS Grad,2. Information,1. <=Good,2. No,104.92150653366392
2008,53,2. HS Grad,1. Industrial,2. >=Very Good,2. No,109.83398564219921
2004,32,2. HS Grad,2. Information,2. >=Very Good,1. Yes,104.92150653366392
2008,48,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,107.90392386687648
2008,37,5. Advanced Degree,2. Information,2. >=Very Good,2. No,182.0206209635125
2006,20,3. Some College,2. Information,2. >=Very Good,2. No,75.04315401735154
2004,32,2. HS Grad,2. Information,2. >=Very Good,2. No,61.18752643399147
2004,40,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,85.38394037898266
2004,48,3. Some College,2. Information,1. <=Good,1. Yes,123.8237338341006
2005,43,4. College Grad,2. Information,1. <=Good,1. Yes,176.9896504898766
2009,56,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.88435933988579
2003,55,5. Advanced Degree,2. Information,2. >=Very Good,2. No,268.26629201255724
2008,38,2. HS Grad,1. Industrial,1. <=Good,1. Yes,89.49247951800011
2006,52,2. HS Grad,1. Industrial,1. <=Good,1. Yes,92.89584478949662
2003,40,5. Advanced Degree,2. Information,1. <=Good,2. No,127.11574381218446
2005,29,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,115.37503855639125
2007,45,4. College Grad,2. Information,2. >=Very Good,1. Yes,130.9836942950019
2003,39,1. < HS Grad,1. Industrial,1. <=Good,2. No,68.74808773376687
2005,50,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,182.0206209635125
2003,50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,143.80855682436928
2004,57,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.70537511887878
2003,30,2. HS Grad,1. Industrial,1. <=Good,2. No,63.18886100374613
2005,56,3. Some College,2. Information,2. >=Very Good,1. Yes,75.35567931800914
2008,43,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,176.99067536105923
2004,43,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.92150653366392
2005,67,3. Some College,2. Information,1. <=Good,1. Yes,123.08969984794346
2005,50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,111.7208493609888
2005,49,3. Some College,2. Information,2. >=Very Good,1. Yes,111.7208493609888
2004,50,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.98103278560542
2004,59,4. College Grad,2. Information,2. >=Very Good,1. Yes,144.2107611660566
2007,51,3. Some College,1. Industrial,2. >=Very Good,1. Yes,117.14681691480487
2005,39,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,78.39246680098368
2009,54,3. Some College,1. Industrial,1. <=Good,1. Yes,99.68946369848636
2004,55,3. Some College,2. Information,2. >=Very Good,1. Yes,123.08969984794346
2005,45,3. Some College,1. Industrial,2. >=Very Good,2. No,127.11574381218446
2003,54,3. Some College,2. Information,2. >=Very Good,1. Yes,139.0034080594695
2008,23,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.11574381218446
2003,74,4. College Grad,2. Information,1. <=Good,2. No,70.47601964694451
2005,52,2. HS Grad,1. Industrial,2. >=Very Good,2. No,109.83398564219921
2005,25,2. HS Grad,1. Industrial,2. >=Very Good,2. No,70.81503861675567
2008,45,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,70.47601964694451
2004,37,3. Some College,2. Information,2. >=Very Good,1. Yes,176.9896504898766
2005,55,3. Some College,1. Industrial,2. >=Very Good,1. Yes,113.56708956975103
2004,25,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796372966372
2008,66,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591025766
2007,47,4. College Grad,2. Information,2. >=Very Good,1. Yes,161.22249545679446
2005,36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.11574381218446
2004,63,2. HS Grad,2. Information,1. <=Good,1. Yes,134.70537511887878
2003,44,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,160.6424754082633
2009,37,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,267.90108685527514
2006,32,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.92150653366392
2004,43,3. Some College,2. Information,2. >=Very Good,1. Yes,134.70537511887878
2009,37,4. College Grad,2. Information,2. >=Very Good,1. Yes,123.08969984794346
2009,26,2. HS Grad,1. Industrial,2. >=Very Good,2. No,66.9616443217359
2004,39,3. Some College,2. Information,2. >=Very Good,1. Yes,91.69922611170422
2008,45,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,160.6424754082633
2009,40,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,136.87636763518367
2006,51,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,153.45751530896138
2009,52,2. HS Grad,1. Industrial,2. >=Very Good,2. No,61.18752643399147
2007,43,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,65.1108537153447
2005,52,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,114.47571329034717
2005,50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,182.0206209635125
2005,54,4. College Grad,2. Information,2. >=Very Good,2. No,114.47571329034717
2004,28,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,97.49329404539341
2003,28,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,136.87636763518367
2005,26,4. College Grad,2. Information,1. <=Good,2. No,97.49329404539341
2009,45,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328425272
2003,34,2. HS Grad,2. Information,2. >=Very Good,2. No,73.77574327469462
2006,73,2. HS Grad,2. Information,1. <=Good,1. Yes,118.88435933988579
2009,31,2. HS Grad,1. Industrial,1. <=Good,1. Yes,113.56708956975103
2005,29,3. Some College,1. Industrial,2. >=Very Good,1. Yes,90.48191335664015
2008,40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,160.6424754082633
2003,38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,179.52809219645118
2004,42,3. Some College,1. Industrial,2. >=Very Good,1. Yes,147.76677623785562
2007,50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2008,51,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,59.03285482794036
2009,40,2. HS Grad,2. Information,2. >=Very Good,1. Yes,107.3160631578494
2008,25,4. College Grad,2. Information,2. >=Very Good,2. No,49.55533812152264
2009,47,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,144.47808766541038
2009,27,3. Some College,2. Information,2. >=Very Good,1. Yes,81.28325328425272
2003,53,4. College Grad,1. Industrial,1. <=Good,2. No,81.63526865114937
2004,67,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2008,40,4. College Grad,2. Information,1. <=Good,1. Yes,130.98217737746066
2003,44,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,87.98103278560542
2004,33,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,81.28325328425272
2004,29,3. Some College,1. Industrial,2. >=Very Good,1. Yes,89.2428846644714
2003,32,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,114.11339451011617
2009,27,2. HS Grad,2. Information,2. >=Very Good,1. Yes,104.92150653366392
2003,40,2. HS Grad,2. Information,2. >=Very Good,1. Yes,112.64889634210017
2008,36,2. HS Grad,2. Information,2. >=Very Good,2. No,56.90553914467319
2003,48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2004,56,3. Some College,2. Information,2. >=Very Good,1. Yes,118.88435933988579
2004,24,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,127.11574381218446
2006,53,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,134.70537511887878
2008,34,2. HS Grad,1. Industrial,2. >=Very Good,2. No,107.90392386687648
2007,61,3. Some College,2. Information,2. >=Very Good,2. No,281.74597055185717
2004,38,2. HS Grad,1. Industrial,2. >=Very Good,2. No,48.18565021703896
2007,55,4. College Grad,1. Industrial,1. <=Good,1. Yes,127.11574381218446
2005,70,4. College Grad,2. Information,1. <=Good,2. No,50.35400163520826
2003,24,2. HS Grad,1. Industrial,1. <=Good,1. Yes,81.28325328425272
2006,22,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,75.04315401735154
2007,38,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.92150653366392
2004,29,3. Some College,1. Industrial,2. >=Very Good,2. No,79.85490030934672
2006,30,3. Some College,2. Information,2. >=Very Good,1. Yes,130.98217737746066
2007,38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,171.7651326275075
2007,49,3. Some College,2. Information,2. >=Very Good,1. Yes,97.49329404539341
2009,71,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,98.59934386038917
2005,32,2. HS Grad,1. Industrial,2. >=Very Good,2. No,84.04595765399237
2003,40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,299.2629767639713
2004,32,2. HS Grad,2. Information,2. >=Very Good,1. Yes,70.81503861675567
2006,33,3. Some College,2. Information,2. >=Very Good,1. Yes,82.6796372966372
2003,40,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,73.77574327469462
2005,25,2. HS Grad,2. Information,2. >=Very Good,1. Yes,77.49768138773584
2003,36,3. Some College,2. Information,1. <=Good,2. No,91.69922611170422
2003,46,2. HS Grad,1. Industrial,1. <=Good,2. No,141.7751723331802
2009,59,5. Advanced Degree,2. Information,2. >=Very Good,2. No,93.72167396204686
2003,49,5. Advanced Degree,1. Industrial,1. <=Good,2. No,143.13494081113438
2005,41,3. Some College,1. Industrial,2. >=Very Good,1. Yes,91.69922611170422
2007,42,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,130.98217737746066
2009,59,3. Some College,2. Information,2. >=Very Good,2. No,87.98103278560542
2004,27,1. < HS Grad,1. Industrial,1. <=Good,2. No,76.48844339774014
2006,30,2. HS Grad,1. Industrial,2. >=Very Good,2. No,71.68674366591722
2005,54,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2005,31,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,80.57319970573587
2007,34,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,163.51586397623814
2007,47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,107.90392386687648
2003,40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,133.2323508265668
2007,29,2. HS Grad,1. Industrial,2. >=Very Good,2. No,73.77574327469462
2003,58,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,87.98103278560542
2006,41,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,119.01334523739924
2004,56,2. HS Grad,2. Information,1. <=Good,1. Yes,102.12700091463871
2008,52,2. HS Grad,1. Industrial,1. <=Good,1. Yes,136.87636763518367
2003,53,3. Some College,1. Industrial,1. <=Good,1. Yes,118.88435933988579
2003,37,2. HS Grad,2. Information,1. <=Good,1. Yes,65.1108537153447
2009,30,3. Some College,1. Industrial,2. >=Very Good,2. No,94.07271474570051
2004,35,2. HS Grad,2. Information,2. >=Very Good,1. Yes,138.29912692088266
2006,40,4. College Grad,1. Industrial,1. <=Good,1. Yes,118.88435933988579
2007,54,2. HS Grad,1. Industrial,1. <=Good,2. No,79.85490030934672
2007,22,4. College Grad,2. Information,1. <=Good,1. Yes,63.18886100374613
2005,37,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.70537511887878
2005,39,2. HS Grad,1. Industrial,2. >=Very Good,2. No,295.99124998247123
2009,62,2. HS Grad,2. Information,1. <=Good,1. Yes,109.83398564219921
2007,47,3. Some College,2. Information,1. <=Good,1. Yes,104.92150653366392
2003,51,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,148.4131591025766
2006,47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.68946369848636
2003,28,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.88435933988579
2005,65,2. HS Grad,1. Industrial,1. <=Good,1. Yes,95.68881190673713
2005,42,2. HS Grad,2. Information,2. >=Very Good,1. Yes,114.47571329034717
2007,58,2. HS Grad,1. Industrial,1. <=Good,1. Yes,104.92150653366392
2007,32,3. Some College,2. Information,2. >=Very Good,1. Yes,101.82435207567953
2003,34,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,146.46283851506294
2007,49,2. HS Grad,2. Information,2. >=Very Good,2. No,79.85490030934672
2008,39,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,145.14360117691106
2008,44,4. College Grad,1. Industrial,1. <=Good,1. Yes,76.40585106545146
2009,38,3. Some College,1. Industrial,2. >=Very Good,2. No,84.04595765399237
2008,48,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,115.37503855639125
2006,47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,105.92781077506274
2009,40,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,72.15045568157132
2005,27,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,79.85490030934672
2004,42,4. College Grad,2. Information,2. >=Very Good,1. Yes,103.90247060316008
2004,30,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,88.99237718884261
2007,31,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,99.68946369848636
2007,29,4. College Grad,2. Information,2. >=Very Good,1. Yes,112.64889634210017
2006,53,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,138.29912692088266
2009,37,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,68.74808773376687
2007,48,3. Some College,2. Information,2. >=Very Good,2. No,109.31532001996685
2009,56,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591025766
2003,44,3. Some College,1. Industrial,2. >=Very Good,1. Yes,99.68946369848636
2004,63,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.01975334000589
2003,25,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,65.1108537153447
2003,31,4. College Grad,2. Information,1. <=Good,2. No,94.07271474570051
2003,51,2. HS Grad,1. Industrial,1. <=Good,1. Yes,98.59934386038917
2007,25,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,87.98103278560542
2007,50,3. Some College,2. Information,2. >=Very Good,1. Yes,99.68946369848636
2006,34,2. HS Grad,1. Industrial,1. <=Good,2. No,108.87452583471249
2004,20,3. Some College,1. Industrial,2. >=Very Good,1. Yes,82.6796372966372
2007,30,2. HS Grad,2. Information,2. >=Very Good,1. Yes,89.49247951800011
2009,40,3. Some College,1. Industrial,1. <=Good,1. Yes,97.49329404539341
